StartTime,EndTime,LocationIndex,TrainID
14.4,14.4,1,1
17.2,17.2,2,1
20,20,3,1
23.2,23.2,9,1
26.6,26.6,10,1
32.6,32.6,12,1
32.6,36.6,1,1
34.6,132,8,1
36.6,132,8,1
38.6,131,7,1
38.6,131,13,1
131,255.3,14,1
24,24,1,2
26.8,26.8,2,2
29.6,29.6,3,2
32.8,32.8,9,2
36.2,36.2,10,2
42.3,42.3,12,2
42.3,46.3,1,2
44.3,135.5,10,2
46.3,135.5,10,2
48.3,134.7,8,2
48.3,134.7,15,2
134.7,248.3,16,2
34.1,34.1,1,3
37,37,2,3
39.8,39.8,3,3
43,43,9,3
46.3,46.3,14,3
47.4,47.4,15,3
48.9,48.9,16,3
50.6,50.6,17,3
52.1,54.1,18,3
52.1,56.1,2,3
54.1,94,1,3
56.1,141.8,1,3
58.1,177.6,1,3
58.1,303.3,1,3
44.4,44.4,1,4
47.2,47.2,2,4
50,50,3,4
53.2,53.2,9,4
56.5,56.5,14,4
57.6,57.6,15,4
59.1,59.1,16,4
60.8,60.8,17,4
62.3,64.3,18,4
62.3,66.3,2,4
64.3,93.3,2,4
66.3,126.5,2,4
68.3,151.4,2,4
68.3,285.2,3,4
53.9,53.9,1,5
56.8,56.8,2,5
59.6,59.6,3,5
62.8,62.8,9,5
66.1,66.1,14,5
67.2,67.2,15,5
68.7,68.7,16,5
70.4,70.4,17,5
71.9,73.9,18,5
71.9,75.9,2,5
73.9,104.8,3,5
75.9,140.7,3,5
77.9,167.6,3,5
77.9,261,5,5
64.2,64.2,1,6
67,67,2,6
69.8,69.8,3,6
73,73,9,6
76.3,76.3,14,6
77.4,77.4,15,6
78.9,78.9,16,6
80.6,80.6,17,6
82.1,84.1,18,6
82.1,86.1,2,6
84.1,119.8,4,6
86.1,162.1,4,6
88.1,193.8,4,6
88.1,272.1,7,6
74.3,74.3,1,7
77.2,77.2,2,7
80,80,3,7
83.2,83.2,9,7
86.5,86.5,14,7
87.6,87.6,15,7
89.2,93.2,3,7
91.2,183.5,5,7
93.2,183.5,5,7
95.2,182.6,5,7
95.2,182.6,9,7
182.6,290.3,10,7
84,84,1,8
86.8,86.8,2,8
89.6,89.6,3,8
92.8,92.8,9,8
96.1,96.1,14,8
97.2,97.2,15,8
98.8,102.8,3,8
100.8,179.1,7,8
102.8,179.1,7,8
104.8,178.4,6,8
104.8,178.4,11,8
178.4,271.1,12,8
94.2,94.2,1,9
97,97,2,9
99.8,99.8,3,9
103,103,9,9
106.4,106.4,10,9
112.5,112.5,12,9
112.5,116.5,1,9
114.5,202.8,9,9
116.5,202.8,9,9
131,202.1,7,9
131,255.3,13,9
255.3,296.4,14,9
104.3,104.3,1,10
107.2,107.2,2,10
110,110,3,10
113.2,113.2,9,10
116.6,116.6,10,10
122.7,134.7,12,10
134.7,138.7,1,10
136.7,251.1,10,10
138.7,251.1,10,10
140.7,250,8,10
140.7,250,15,10
250,325.8,16,10
114,114,1,11
116.8,116.8,2,11
119.6,119.6,3,11
122.8,122.8,9,11
126.1,126.1,14,11
127.2,127.2,15,11
128.8,132.8,3,11
130.8,280.4,6,11
132.8,280.4,6,11
178.4,279.4,6,11
178.4,279.4,11,11
279.4,396.9,12,11
124.2,124.2,1,12
127,127,2,12
129.8,129.8,3,12
133,133,9,12
136.3,136.3,14,12
137.4,181,15,12
182.6,186.6,3,12
184.6,297.5,5,12
186.6,297.5,5,12
188.6,296.4,5,12
188.6,296.4,9,12
296.4,402.1,10,12
134.3,134.3,1,13
137.2,137.2,2,13
140,140,3,13
143.2,143.2,9,13
146.5,146.5,10,13
152.6,200.8,12,13
152.6,204.8,1,13
202.8,356.2,9,13
204.8,356.2,9,13
250,355.2,8,13
250,355.2,15,13
355.2,500.1,16,13
144,144,1,14
146.8,146.8,2,14
149.6,149.6,3,14
152.8,152.8,9,14
156.2,199.7,10,14
205.8,205.8,12,14
205.8,209.8,1,14
207.8,309,8,14
209.8,309,8,14
255.3,308.4,7,14
255.3,308.4,13,14
308.4,455.8,14,14
154.2,154.2,1,15
157,157,2,15
159.8,159.8,3,15
163,163,9,15
166.3,185,14,15
186,186,15,15
187.6,187.6,16,15
189.2,189.2,17,15
190.8,192.8,18,15
190.8,194.8,2,15
192.8,282.1,3,15
194.8,310.1,3,15
261,331.1,3,15
261,450.9,5,15
164.3,164.3,1,16
167.2,167.2,2,16
170,170,3,16
173.2,186.7,9,16
190,193,14,16
194,194,15,16
195.6,195.6,16,16
197.2,197.2,17,16
198.8,200.8,18,16
198.8,202.8,2,16
200.8,301.3,4,16
202.8,340.2,4,16
272.1,369.4,4,16
272.1,536.4,7,16
174,174,1,17
176.8,176.8,2,17
179.6,188.5,3,17
191.7,194.7,9,17
198,201,14,17
202,202,15,17
203.6,203.6,16,17
205.2,205.2,17,17
206.8,208.8,18,17
206.8,210.8,2,17
208.8,234.2,2,17
210.8,262.8,2,17
212.8,284.3,2,17
212.8,433.5,3,17
184.2,184.2,1,18
187,187,2,18
189.8,196.5,4,18
199.7,202.7,9,18
206,209,14,18
210,210,15,18
211.6,215.6,3,18
213.6,386.9,7,18
215.6,386.9,7,18
279.4,385.9,6,18
279.4,396.9,11,18
396.9,508.2,12,18
194.3,194.3,1,19
197.2,197.2,2,19
200,204.5,3,19
207.7,210.7,9,19
214,217,14,19
218,218,15,19
219.6,219.6,16,19
221.2,221.2,17,19
222.8,224.8,18,19
222.8,226.8,2,19
224.8,252.3,1,19
226.8,283.6,1,19
228.8,307,1,19
228.8,451.5,1,19
204,204,1,20
206.8,206.8,2,20
209.6,212.5,3,20
215.7,218.7,9,20
222,225,14,20
226,276.8,15,20
227.6,282.4,3,20
280.4,401.6,6,20
282.4,401.6,6,20
296.4,400.5,5,20
296.4,402.1,9,20
402.1,520.3,10,20
214.2,214.2,1,21
217,217,2,21
219.8,221.8,3,21
225,227,9,21
230.3,230.3,10,21
236.4,308.4,12,21
308.4,312.4,1,21
310.4,430.4,8,21
312.4,430.4,8,21
314.4,429.3,7,21
314.4,455.8,13,21
455.8,592.9,14,21
224.3,224.3,1,22
227.2,227.2,2,22
230,230,3,22
233.2,235.2,9,22
238.5,307.3,10,22
313.4,313.4,12,22
313.4,317.4,1,22
315.4,454.1,10,22
317.4,454.1,10,22
355.2,453.1,8,22
355.2,500.1,15,22
500.1,562.8,16,22
234,234,1,23
236.8,236.8,2,23
239.6,239.6,3,23
242.8,244.8,9,23
248.1,280.8,14,23
281.8,384.3,15,23
385.9,389.9,3,23
387.9,507.8,7,23
389.9,507.8,7,23
396.9,506.7,6,23
396.9,508.2,11,23
508.2,671.8,12,23
244.2,244.2,1,24
247,247,2,24
249.8,249.8,3,24
253,282.5,9,24
285.8,388.3,14,24
389.3,389.3,15,24
390.9,394.9,3,24
392.9,497.6,5,24
394.9,497.6,5,24
402.1,496.6,5,24
402.1,520.3,9,24
520.3,607.2,10,24
254.3,254.3,1,25
257.2,257.2,2,25
260,284.3,3,25
287.5,390,9,25
393.3,396.3,14,25
397.3,397.3,15,25
398.8,398.8,16,25
400.5,400.5,17,25
402,404,18,25
402,406,2,25
404,453.2,2,25
406,479.4,2,25
433.5,499.1,2,25
433.5,626.5,3,25
263.9,263.9,1,26
266.8,266.8,2,26
269.6,391.7,4,26
395,398,9,26
401.3,404.3,14,26
405.3,405.3,15,26
406.8,406.8,16,26
408.5,408.5,17,26
410,412,18,26
410,414,2,26
412,485.1,3,26
414,530.7,3,26
450.9,564.9,3,26
450.9,704.7,5,26
274.1,274.1,1,27
277,277,2,27
279.8,399.7,5,27
403,406,9,27
409.3,412.3,14,27
413.3,413.3,15,27
414.8,414.8,16,27
416.5,416.5,17,27
418,420,18,27
418,422,2,27
420,481.7,1,27
422,522,1,27
451.5,552.3,1,27
451.5,685.1,1,27
284.3,284.3,1,28
287.2,287.2,2,28
290,407.7,3,28
411,414,9,28
417.3,417.3,10,28
423.4,423.4,12,28
423.4,427.4,1,28
425.4,522.8,9,28
427.4,522.8,9,28
455.8,522.2,7,28
455.8,592.9,13,28
592.9,682.1,14,28
293.9,293.9,1,29
296.8,296.8,2,29
299.6,415.7,6,29
419,422,9,29
425.3,425.3,10,29
431.4,453.1,12,29
453.1,457.1,1,29
455.1,588.8,10,29
457.1,588.8,10,29
500.1,587.9,8,29
500.1,587.9,15,29
587.9,740.7,16,29
304.1,304.1,1,30
307,307,2,30
309.8,423.7,7,30
427,430,9,30
433.3,433.3,14,30
434.3,434.3,15,30
435.9,439.9,3,30
437.9,620.3,6,30
439.9,620.3,6,30
508.2,619.2,6,30
508.2,619.2,11,30
619.2,703.9,10,30
314.3,314.3,1,31
317.2,317.2,2,31
320,431.7,8,31
435,438,9,31
441.3,441.3,14,31
442.3,495,15,31
496.6,500.6,3,31
498.6,616.4,5,31
500.6,616.4,5,31
520.3,615.5,5,31
520.3,671.8,9,31
671.8,695.2,12,31
323.9,323.9,1,32
326.8,394,2,32
396.7,439.7,4,32
443,446,9,32
449.3,499,14,32
500,500,15,32
501.5,501.5,16,32
503.2,503.2,17,32
504.8,506.8,18,32
504.8,508.8,2,32
506.8,553.9,4,32
508.8,577.1,4,32
536.4,594.5,4,32
536.4,696.1,7,32
334.1,396.1,1,33
399,402,2,33
404.7,447.7,5,33
451,454,9,33
457.3,457.3,10,33
463.4,520.8,12,33
463.4,524.8,1,33
522.8,693.7,9,33
524.8,693.7,9,33
587.9,692.7,8,33
587.9,740.7,15,33
740.7,808.2,16,33
404.3,404.3,1,34
407.2,410,2,34
412.7,455.7,3,34
459,462,9,34
465.3,519.7,10,34
525.8,525.8,12,34
525.8,529.8,1,34
527.8,671.5,8,34
529.8,671.5,8,34
592.9,670.7,7,34
592.9,682.1,13,34
682.1,776.4,14,34
413.9,413.9,1,35
416.8,418.8,2,35
421.6,463.7,6,35
467,500.7,9,35
504,507,14,35
508,508,15,35
509.6,513.6,3,35
511.6,712.9,7,35
513.6,712.9,7,35
619.2,712,6,35
619.2,712,11,35
712,827.5,12,35
424.1,424.1,1,36
427,427,2,36
429.8,502.4,7,36
505.7,508.7,9,36
512,515,14,36
516,516,15,36
517.5,517.5,16,36
519.2,519.2,17,36
520.8,522.8,18,36
520.8,524.8,2,36
522.8,647,2,36
524.8,674.3,2,36
626.5,694.8,2,36
626.5,780.2,3,36
434.3,434.3,1,37
437.2,437.2,2,37
440,510.4,8,37
513.7,516.7,9,37
520,523,14,37
524,613.9,15,37
615.5,619.5,3,37
617.5,744.7,5,37
619.5,744.7,5,37
671.8,744,5,37
671.8,744,9,37
744,893.3,10,37
443.9,443.9,1,38
446.8,446.8,2,38
449.6,518.4,4,38
521.7,524.7,9,38
528,528,10,38
534.1,670.7,12,38
670.7,674.7,1,38
672.7,787.8,8,38
674.7,787.8,8,38
682.1,786.7,7,38
682.1,786.7,13,38
786.7,874.8,14,38
454.1,454.1,1,39
457,457,2,39
459.8,526.4,5,39
529.7,532.7,9,39
536,617.8,14,39
618.9,618.9,15,39
620.4,620.4,16,39
622.1,622.1,17,39
623.6,625.6,18,39
623.6,627.6,2,39
625.6,716.8,1,39
627.6,759,1,39
685.1,790.8,1,39
685.1,872,1,39
464.3,464.3,1,40
467.2,467.2,2,40
470,534.4,3,40
537.7,619.5,9,40
622.8,625.8,14,40
626.9,626.9,15,40
628.4,628.4,16,40
630.1,630.1,17,40
631.6,633.6,18,40
631.6,635.6,2,40
633.6,716.6,4,40
635.6,743.9,4,40
696.1,764.4,4,40
696.1,897.4,7,40
473.9,473.9,1,41
476.8,476.8,2,41
479.6,621.3,6,41
624.5,627.5,9,41
630.8,633.8,14,41
634.9,634.9,15,41
636.4,636.4,16,41
638.1,638.1,17,41
639.6,641.6,18,41
639.6,643.6,2,41
641.6,735.6,3,41
643.6,776.8,3,41
704.7,807.7,3,41
704.7,934.5,5,41
484.1,484.1,1,42
487,504.7,2,42
507.4,629.3,7,42
632.5,635.5,9,42
638.8,641.8,14,42
642.9,642.9,15,42
644.5,648.5,3,42
646.5,799.8,6,42
648.5,799.8,6,42
712,799,6,42
712,827.5,11,42
827.5,911.8,12,42
494.3,506.8,1,43
509.7,512.7,2,43
515.4,637.3,8,43
640.5,643.5,9,43
646.9,669.6,10,43
675.7,675.7,12,43
675.7,679.7,1,43
677.7,819.9,10,43
679.7,819.9,10,43
740.7,819.1,8,43
740.7,819.1,15,43
819.1,938.5,16,43
514.1,516.1,1,44
519,521,2,44
523.8,645.3,4,44
648.5,651.5,9,44
654.8,654.8,14,44
655.9,742.4,15,44
744,748,3,44
746,856.7,5,44
748,856.7,5,44
750,855.6,5,44
750,893.3,9,44
893.3,963.1,10,44
524.4,524.4,1,45
527.2,529.2,2,45
532,653.3,5,45
656.5,659.5,9,45
662.8,746.4,14,45
747.4,747.4,15,45
748.9,748.9,16,45
750.6,750.6,17,45
752.1,754.1,18,45
752.1,756.1,2,45
754.1,801,2,45
756.1,828.7,2,45
780.2,849.5,2,45
780.2,958.2,3,45
533.9,533.9,1,46
536.8,538.8,2,46
541.6,661.3,3,46
664.5,671.3,9,46
674.6,677.6,10,46
683.7,691.7,12,46
683.7,695.7,1,46
693.7,872.6,9,46
695.7,872.6,9,46
786.7,871.7,7,46
786.7,874.8,13,46
874.8,979.7,14,46
544.1,544.1,1,47
547,623.5,2,47
626.3,673,6,47
676.3,679.3,9,47
682.6,690.6,10,47
696.7,819.1,12,47
819.1,823.1,1,47
821.1,911.3,10,47
823.1,911.3,10,47
825.1,910.5,8,47
825.1,938.5,15,47
938.5,1024.9,16,47
554.4,625.7,1,48
628.5,631.5,2,48
634.3,681,7,48
684.3,748.1,9,48
751.4,754.4,14,48
755.4,755.4,15,48
757,761,3,48
759,934.3,7,48
761,934.3,7,48
827.5,933.2,6,48
827.5,933.2,11,48
933.2,1071.1,12,48
634.1,634.1,1,49
637,639.5,2,49
642.3,749.8,8,49
753.1,756.1,9,49
759.4,762.4,14,49
763.4,763.4,15,49
764.9,764.9,16,49
766.6,766.6,17,49
768.1,770.1,18,49
768.1,772.1,2,49
770.1,901.2,1,49
772.1,940.1,1,49
872,969.3,1,49
872,1113.5,1,49
644.4,644.4,1,50
647.2,649.2,2,50
652,757.8,4,50
761.1,764.1,9,50
767.4,818,10,50
824.1,824.1,12,50
824.1,828.1,1,50
826.1,944.3,8,50
828.1,944.3,8,50
874.8,943.6,7,50
874.8,979.7,13,50
979.7,1031.8,14,50
653.9,653.9,1,51
656.8,658.8,2,51
661.6,765.8,5,51
769.1,772.1,9,51
775.4,775.4,14,51
776.4,796.2,15,51
778,801.8,3,51
799.8,1003.8,6,51
801.8,1003.8,6,51
893.3,1002.7,5,51
893.3,1002.7,9,51
1002.7,1107.1,10,51
664.1,664.1,1,52
667,667,2,52
669.8,773.8,3,52
777.1,780.1,9,52
783.4,800.2,14,52
801.2,801.2,15,52
802.8,802.8,16,52
804.4,804.4,17,52
806,808,18,52
806,810,2,52
808,918.9,4,52
810,947.5,4,52
897.4,968.9,4,52
897.4,1060.4,7,52
674.4,674.4,1,53
677.2,677.2,2,53
680,781.8,6,53
785.1,801.9,9,53
805.2,808.2,14,53
809.2,809.2,15,53
810.8,810.8,16,53
812.4,812.4,17,53
814,816,18,53
814,818,2,53
816,954.2,3,53
818,980.5,3,53
934.5,1000.3,3,53
934.5,1112.1,5,53
683.9,683.9,1,54
686.8,686.8,2,54
689.6,803.7,7,54
806.9,809.9,9,54
813.2,816.2,14,54
817.2,931.6,15,54
933.2,937.2,3,54
935.2,1019.1,7,54
937.2,1019.1,7,54
939.2,1018.3,6,54
939.2,1071.1,11,54
1071.1,1135.4,12,54
694.1,694.1,1,55
697,752,2,55
754.8,811.7,8,55
814.9,819.7,9,55
823,826,10,55
832.1,870.6,12,55
832.1,874.6,1,55
872.6,1003,9,55
874.6,1003,9,55
938.5,1002.3,8,55
938.5,1024.9,15,55
1024.9,1112.8,16,55
704.4,754.2,1,56
757,760,2,56
762.8,821.4,4,56
824.7,827.7,9,56
831,935.6,14,56
936.6,936.6,15,56
938.2,938.2,16,56
939.8,939.8,17,56
941.4,943.4,18,56
941.4,945.4,2,56
943.4,991.7,2,56
945.4,1036.4,2,56
958.2,1069.9,2,56
958.2,1184.6,3,56
764.4,764.4,1,57
767.2,769.2,2,57
772,829.4,5,57
832.7,835.7,9,57
839,869.5,10,57
875.6,943.6,12,57
943.6,947.6,1,57
945.6,1031.1,8,57
947.6,1031.1,8,57
979.7,1030.6,7,57
979.7,1031.8,13,57
1031.8,1146.7,14,57
773.9,773.9,1,58
776.8,778.8,2,58
781.6,837.4,3,58
840.7,937.3,9,58
940.6,943.6,14,58
944.6,944.6,15,58
946.2,950.2,3,58
948.2,1079.9,5,58
950.2,1079.9,5,58
1002.7,1079.1,5,58
1002.7,1107.1,9,58
1107.1,1198.2,10,58
784.1,784.1,1,59
787,787,2,59
789.8,939.1,6,59
942.3,945.3,9,59
948.6,948.6,10,59
954.7,954.7,12,59
954.7,958.7,1,59
956.7,1088,10,59
958.7,1088,10,59
1024.9,1087.4,8,59
1024.9,1112.8,15,59
1112.8,1258.5,16,59
794.4,794.4,1,60
797.2,805.9,2,60
808.7,947.1,7,60
950.3,953.3,9,60
956.6,956.6,10,60
962.7,1001,12,60
962.7,1005,1,60
1003,1112.5,9,60
1005,1112.5,9,60
1031.8,1111.7,7,60
1031.8,1146.7,13,60
1146.7,1224.3,14,60
803.9,808,1,61
810.9,813.9,2,61
816.7,955.1,8,61
958.3,961.3,9,61
964.6,964.6,14,61
965.6,965.6,15,61
967.2,967.2,16,61
968.8,968.8,17,61
970.4,972.4,18,61
970.4,974.4,2,61
972.4,1092,4,61
974.4,1134.1,4,61
1060.4,1165.6,4,61
1060.4,1315.4,7,61
814.1,816.1,1,62
819,823.7,2,62
826.4,963.1,4,62
966.3,969.3,9,62
972.6,972.6,14,62
973.6,1000.2,15,62
975.2,1005.8,3,62
1003.8,1178.8,6,62
1005.8,1178.8,6,62
1071.1,1177.7,6,62
1071.1,1177.7,11,62
1177.7,1299.8,12,62
824.4,826.4,1,63
829.2,831.7,2,63
834.4,971.1,5,63
974.3,977.3,9,63
980.6,1004.1,14,63
1005.2,1077.5,15,63
1079.1,1083.1,3,63
1081.1,1199.4,5,63
1083.1,1199.4,5,63
1107.1,1198.5,5,63
1107.1,1198.5,9,63
1198.5,1357.1,10,63
833.9,835.9,1,64
838.8,840.8,2,64
843.6,979.1,3,64
982.3,1005.8,9,64
1009.1,1081.5,14,64
1082.5,1082.5,15,64
1084,1084,16,64
1085.7,1085.7,17,64
1087.3,1089.3,18,64
1087.3,1091.3,2,64
1089.3,1136.9,3,64
1091.3,1169.9,3,64
1112.1,1194.6,3,64
1112.1,1316.8,5,64
844.1,844.1,1,65
847,941.3,2,65
944.1,1007.6,6,65
1010.8,1013.8,9,65
1017.1,1017.1,10,65
1023.2,1087.4,12,65
1087.4,1091.4,1,65
1089.4,1216.1,10,65
1091.4,1216.1,10,65
1112.8,1215.1,8,65
1112.8,1258.5,15,65
1258.5,1358.6,16,65
854.4,943.4,1,66
946.3,949.3,2,66
952.1,1015.6,7,66
1018.8,1083.2,9,66
1086.5,1089.5,14,66
1090.5,1090.5,15,66
1092,1092,16,66
1093.7,1093.7,17,66
1095.3,1097.3,18,66
1095.3,1099.3,2,66
1097.3,1142.3,1,66
1099.3,1180.7,1,66
1113.5,1209.4,1,66
1113.5,1330.7,1,66
953.9,953.9,1,67
956.8,958.8,2,67
961.6,1084.9,8,67
1088.2,1091.2,9,67
1094.5,1094.5,10,67
1100.6,1100.6,12,67
1100.6,1104.6,1,67
1102.6,1238.2,8,67
1104.6,1238.2,8,67
1146.7,1237.3,7,67
1146.7,1237.3,13,67
1237.3,1347.9,14,67
964.1,964.1,1,68
967,967,2,68
969.8,1092.9,4,68
1096.2,1099.2,9,68
1102.5,1102.5,14,68
1103.5,1103.5,15,68
1105.1,1109.1,3,68
1107.1,1242.5,7,68
1109.1,1242.5,7,68
1177.7,1241.9,6,68
1177.7,1299.8,11,68
1299.8,1380.3,12,68
974.4,974.4,1,69
977.2,977.2,2,69
980,1100.9,5,69
1104.2,1107.2,9,69
1110.5,1110.5,14,69
1111.5,1111.5,15,69
1113,1113,16,69
1114.7,1114.7,17,69
1116.3,1118.3,18,69
1116.3,1120.3,2,69
1118.3,1209.1,2,69
1120.3,1241.8,2,69
1184.6,1266.2,2,69
1184.6,1401.6,3,69
983.9,983.9,1,70
986.8,986.8,2,70
989.6,1108.9,3,70
1112.2,1115.2,9,70
1118.5,1118.5,14,70
1119.5,1175.2,15,70
1121.1,1180.8,3,70
1178.8,1310,6,70
1180.8,1310,6,70
1198.5,1308.9,5,70
1198.5,1357.1,9,70
1357.1,1477.4,10,70
994.1,994.1,1,71
997,1009.8,2,71
1012.6,1116.9,6,71
1120.2,1123.2,9,71
1126.5,1126.5,10,71
1132.6,1132.6,12,71
1132.6,1136.6,1,71
1134.6,1311.5,9,71
1136.6,1311.5,9,71
1237.3,1310.8,7,71
1237.3,1347.9,13,71
1347.9,1406.4,14,71
1004.4,1011.9,1,72
1014.8,1017.8,2,72
1020.6,1124.9,7,72
1128.2,1131.2,9,72
1134.5,1134.5,10,72
1140.6,1215.1,12,72
1215.1,1219.1,1,72
1217.1,1334.3,10,72
1219.1,1334.3,10,72
1258.5,1333.6,8,72
1258.5,1358.6,15,72
1358.6,1431.7,16,72
1024.2,1024.2,1,73
1027,1087.2,2,73
1089.9,1132.9,8,73
1136.2,1139.2,9,73
1142.5,1179.1,14,73
1180.2,1240.3,15,73
1241.9,1245.9,3,73
1243.9,1375.7,7,73
1245.9,1375.7,7,73
1299.8,1374.9,6,73
1299.8,1380.3,11,73
1380.3,1500.2,12,73
1034.4,1089.3,1,74
1092.2,1095.2,2,74
1097.9,1140.9,4,74
1144.2,1180.8,9,74
1184.1,1244.2,14,74
1245.3,1245.3,15,74
1246.8,1246.8,16,74
1248.5,1248.5,17,74
1250,1252,18,74
1250,1254,2,74
1252,1337.4,4,74
1254,1366.7,4,74
1315.4,1388.7,4,74
1315.4,1498.7,7,74
1094.4,1097.3,1,75
1100.2,1103.2,2,75
1105.9,1182.6,5,75
1185.8,1245.9,9,75
1249.2,1252.2,14,75
1253.3,1253.3,15,75
1254.8,1254.8,16,75
1256.5,1256.5,17,75
1258,1260,18,75
1258,1262,2,75
1260,1347.2,3,75
1262,1387.6,3,75
1316.8,1418,3,75
1316.8,1554.1,5,75
1104,1106,1,76
1108.8,1111.2,2,76
1113.9,1247.7,3,76
1250.9,1253.9,9,76
1257.2,1260.2,14,76
1261.3,1261.3,15,76
1262.8,1262.8,16,76
1264.5,1264.5,17,76
1266,1268,18,76
1266,1270,2,76
1268,1357.9,1,76
1270,1394,1,76
1330.7,1421.2,1,76
1330.7,1559.9,1,76
1114.2,1114.2,1,77
1117,1119.2,2,77
1121.9,1255.7,6,77
1258.9,1261.9,9,77
1265.2,1265.2,10,77
1271.3,1271.3,12,77
1271.3,1275.3,1,77
1273.3,1444.2,8,77
1275.3,1444.2,8,77
1347.9,1443.2,7,77
1347.9,1443.2,13,77
1443.2,1612.9,14,77
1124.4,1124.4,1,78
1127.2,1127.2,2,78
1130,1263.7,7,78
1266.9,1269.9,9,78
1273.2,1273.2,10,78
1279.3,1309.5,12,78
1279.3,1313.5,1,78
1311.5,1456.8,9,78
1313.5,1456.8,9,78
1358.6,1455.8,8,78
1358.6,1455.8,15,78
1455.8,1556.4,16,78
1134,1134,1,79
1136.8,1136.8,2,79
1139.6,1271.7,8,79
1274.9,1277.9,9,79
1281.2,1281.2,14,79
1282.3,1282.3,15,79
1283.9,1287.9,3,79
1285.9,1426.2,5,79
1287.9,1426.2,5,79
1357.1,1425.5,5,79
1357.1,1477.4,9,79
1477.4,1529.6,10,79
1144.2,1144.2,1,80
1147,1147,2,80
1149.8,1279.7,4,80
1282.9,1285.9,9,80
1289.2,1289.2,14,80
1290.3,1306.4,15,80
1291.9,1312,3,80
1310,1492.2,6,80
1312,1492.2,6,80
1380.3,1491.1,6,80
1380.3,1500.2,11,80
1500.2,1590.7,12,80
1154.4,1154.4,1,81
1157.2,1184.8,2,81
1187.6,1287.7,5,81
1290.9,1293.9,9,81
1297.2,1310.4,14,81
1311.4,1311.4,15,81
1312.9,1312.9,16,81
1314.6,1314.6,17,81
1316.2,1318.2,18,81
1316.2,1320.2,2,81
1318.2,1432,2,81
1320.2,1472.5,2,81
1401.6,1502.9,2,81
1401.6,1637.3,3,81
1164,1186.9,1,82
1189.8,1249.9,2,82
1252.7,1295.7,3,82
1298.9,1301.9,9,82
1305.2,1308.4,10,82
1314.5,1443.2,12,82
1443.2,1447.2,1,82
1445.2,1545.4,8,82
1447.2,1545.4,8,82
1449.2,1544.4,7,82
1449.2,1612.9,13,82
1612.9,1679.4,14,82
1194,1252,1,83
1254.9,1257.9,2,83
1260.7,1303.7,6,83
1306.9,1310.1,9,83
1313.4,1442.1,10,83
1448.2,1448.2,12,83
1448.2,1452.2,1,83
1450.2,1539.6,10,83
1452.2,1539.6,10,83
1455.8,1538.7,8,83
1455.8,1556.4,15,83
1556.4,1650,16,83
1264.2,1264.2,1,84
1267,1267,2,84
1269.8,1311.8,7,84
1315.1,1318.1,9,84
1321.4,1321.4,14,84
1322.4,1423.9,15,84
1425.5,1429.5,3,84
1427.5,1576.4,5,84
1429.5,1576.4,5,84
1477.4,1575.5,5,84
1477.4,1575.5,9,84
1575.5,1691.7,10,84
1274.4,1274.4,1,85
1277.2,1277.2,2,85
1280,1319.8,8,85
1323.1,1326.1,9,85
1329.4,1427.9,14,85
1428.9,1428.9,15,85
1430.4,1430.4,16,85
1432.1,1432.1,17,85
1433.7,1435.7,18,85
1433.7,1437.7,2,85
1435.7,1528.5,4,85
1437.7,1568.1,4,85
1498.7,1597.9,4,85
1498.7,1716.2,7,85
1284,1284,1,86
1286.8,1286.8,2,86
1289.6,1327.8,4,86
1331.1,1429.6,9,86
1432.9,1435.9,14,86
1436.9,1436.9,15,86
1438.5,1442.5,3,86
1440.5,1563.2,7,86
1442.5,1563.2,7,86
1500.2,1562.6,6,86
1500.2,1590.7,11,86
1590.7,1693.8,12,86
1294.2,1294.2,1,87
1297,1297,2,87
1299.8,1431.3,5,87
1434.6,1437.6,9,87
1440.9,1443.9,14,87
1444.9,1444.9,15,87
1446.4,1446.4,16,87
1448.1,1448.1,17,87
1449.7,1451.7,18,87
1449.7,1453.7,2,87
1451.7,1580.7,3,87
1453.7,1616.2,3,87
1554.1,1642.8,3,87
1554.1,1778,5,87
1304.4,1304.4,1,88
1307.2,1307.2,2,88
1310,1439.3,3,88
1442.6,1445.6,9,88
1448.9,1450.9,10,88
1457,1457,12,88
1457,1461,1,88
1459,1632.3,9,88
1461,1632.3,9,88
1556.4,1631.6,8,88
1556.4,1650,15,88
1650,1779.4,16,88
1314,1314,1,89
1316.8,1316.8,2,89
1319.6,1447.3,6,89
1450.6,1453.6,9,89
1456.9,1456.9,14,89
1457.9,1457.9,15,89
1459.4,1459.4,16,89
1461.1,1461.1,17,89
1462.7,1464.7,18,89
1462.7,1466.7,2,89
1464.7,1593.6,1,89
1466.7,1638.6,1,89
1559.9,1672.3,1,89
1559.9,1798.5,1,89
1324.2,1324.2,1,90
1327,1327,2,90
1329.8,1455.3,7,90
1458.6,1461.6,9,90
1464.9,1464.9,14,90
1465.9,1488.6,15,90
1467.5,1494.2,3,90
1492.2,1660.1,6,90
1494.2,1660.1,6,90
1575.5,1659.2,5,90
1575.5,1691.7,9,90
1691.7,1810,10,90
1334.4,1334.4,1,91
1337.2,1337.2,2,91
1340,1463.3,4,91
1466.6,1469.6,9,91
1472.9,1492.6,14,91
1493.6,1561,15,91
1562.6,1566.6,3,91
1564.6,1695.9,7,91
1566.6,1695.9,7,91
1590.7,1694.9,6,91
