Resource,Start,End,Track,Train
1,434.24,435.24,76,3
4,427.63,430.13,77,4
5,430.13,435.43,77,4
10,408.60,427.63,56,4
11,408.60,414.52,56,4
2,435.40,436.40,77,4
8,434.64,434.64,78,9
9,434.64,437.14,78,9
16,413.53,434.64,60,9
15,413.53,417.83,60,9
3,437.10,438.10,78,9
6,437.16,437.16,79,10
7,437.16,438.96,79,10
12,415.46,437.16,61,10
13,415.46,419.41,61,10
1,438.94,439.94,79,10
2,439.73,440.73,80,0
4,435.92,438.42,81,5
5,438.42,441.92,81,5
10,416.92,435.92,62,5
11,416.92,422.83,62,5
6,439.95,439.95,82,13
7,439.95,442.95,82,13
12,419.45,439.95,64,13
13,419.45,423.40,64,13
2,441.90,442.90,81,5
1,442.36,443.36,82,13
8,445.18,445.18,83,7
9,445.18,445.28,83,7
16,422.16,445.18,65,7
15,422.16,426.46,65,7
3,445.23,446.23,83,7
6,443.32,443.32,84,12
7,443.32,446.92,84,12
10,422.84,443.32,66,12
11,422.84,428.75,66,12
1,446.08,447.08,84,12
4,438.69,438.69,85,1
5,438.69,448.39,85,1
16,417.85,438.69,63,1
15,417.85,422.15,63,1
2,448.39,449.39,85,1
8,447.51,447.51,87,11
9,447.51,450.11,87,11
16,426.49,447.51,69,11
15,426.49,430.79,69,11
6,446.83,446.83,88,6
7,446.83,451.03,88,6
12,423.66,446.83,67,6
13,423.66,427.61,67,6
3,450.10,451.10,87,11
1,451.03,452.03,88,6
2,453.17,454.17,89,0
8,450.24,450.24,91,8
9,450.24,454.44,91,8
12,429.81,450.24,73,8
13,429.81,433.76,73,8
1,453.95,454.95,90,0
3,454.30,455.30,91,8
6,453.95,453.95,92,4
7,453.95,457.15,92,4
10,435.43,453.95,77,4
11,435.43,441.34,77,4
1,457.12,458.12,92,4
4,452.98,452.98,93,2
5,452.98,458.48,93,2
16,431.10,452.98,74,2
15,431.10,435.40,74,2
8,458.53,458.53,94,9
9,458.53,459.33,94,9
16,437.14,458.53,78,9
15,437.14,441.44,78,9
2,458.44,459.44,93,2
3,459.31,460.31,94,9
6,460.15,460.15,95,10
7,460.15,461.15,95,10
12,438.96,460.15,79,10
13,438.96,442.91,79,10
1,460.58,461.58,95,10
8,456.96,459.46,97,3
9,459.46,463.86,97,3
12,434.31,456.96,76,3
13,434.31,438.26,76,3
2,463.19,464.19,96,0
3,463.83,464.83,97,3
6,463.93,463.93,98,13
7,463.93,465.13,98,13
12,442.95,463.93,82,13
13,442.95,446.90,82,13
1,464.19,465.19,98,13
4,467.24,467.24,101,1
5,467.24,468.44,101,1
10,448.39,467.24,85,1
11,448.39,454.31,85,1
1,467.47,468.47,100,0
2,468.42,469.42,101,1
8,461.08,461.08,102,5
9,461.08,469.78,102,5
10,441.92,461.08,81,5
11,441.92,447.84,81,5
3,469.75,470.75,102,5
6,466.29,468.79,103,7
7,468.79,470.99,103,7
16,445.28,466.29,83,7
15,445.28,449.58,83,7
1,470.92,471.92,103,7
3,472.77,473.77,104,0
4,469.97,472.47,105,12
5,472.47,474.37,105,12
12,446.92,469.97,84,12
13,446.92,450.87,84,12
2,474.01,475.01,105,12
6,471.13,471.13,107,11
7,471.13,475.43,107,11
16,450.11,471.13,87,11
15,450.11,454.41,87,11
1,475.41,476.41,107,11
8,472.74,472.74,108,6
9,472.74,477.44,108,6
12,451.03,472.74,88,6
13,451.03,454.98,88,6
3,477.37,478.37,108,6
2,477.97,478.97,109,0
6,480.30,480.30,110,9
7,480.30,481.20,110,9
16,459.33,480.30,94,9
15,459.33,463.63,94,9
8,476.75,476.75,111,2
9,476.75,481.95,111,2
10,458.48,476.75,93,2
11,458.48,464.40,93,2
1,481.20,482.20,110,9
3,481.89,482.89,111,2
12,461.15,461.15,95,10
13,461.15,465.10,95,10
2,482.91,483.91,112,10
6,475.57,475.57,113,8
7,475.57,485.17,113,8
16,454.44,475.57,91,8
15,454.44,458.74,91,8
1,484.63,485.63,113,8
8,479.37,479.37,114,4
9,479.37,486.27,114,4
12,457.15,479.37,92,4
13,457.15,461.10,92,4
3,486.26,487.26,114,4
2,487.29,488.29,115,0
6,485.81,485.81,116,3
7,485.81,489.61,116,3
16,463.86,485.81,97,3
15,463.86,468.16,97,3
1,489.58,490.58,116,3
8,490.02,490.02,117,5
9,490.02,490.72,117,5
16,469.78,490.02,102,5
15,469.78,474.08,102,5
3,490.68,491.68,117,5
4,486.34,486.34,118,13
5,486.34,492.54,118,13
12,465.13,486.34,98,13
13,465.13,469.08,98,13
2,492.49,493.49,118,13
6,486.98,486.98,119,1
7,486.98,495.68,119,1
10,468.44,486.98,101,1
11,468.44,474.35,101,1
8,493.73,493.73,120,7
9,493.73,495.93,120,7
12,470.99,493.73,103,7
13,470.99,474.94,103,7
1,495.66,496.66,119,1
3,495.92,496.92,120,7
4,492.91,492.91,122,12
5,492.91,498.51,122,12
10,474.37,492.91,105,12
11,474.37,480.29,105,12
2,497.68,498.68,122,12
6,498.34,498.34,123,6
7,498.34,499.64,123,6
16,477.44,498.34,108,6
15,477.44,481.74,108,6
1,499.05,500.05,123,6
8,500.31,500.31,125,10
9,500.31,501.21,125,10
10,482.92,500.31,112,10
11,482.92,488.84,112,10
3,501.16,502.16,125,10
2,502.24,503.24,126,0
1,502.60,503.60,127,0
4,496.35,496.35,2,11
5,496.35,504.65,2,11
12,475.43,496.35,107,11
13,475.43,479.38,107,11
1,504.01,505.01,1,0
2,504.65,505.65,2,11
8,501.74,501.74,3,2
9,501.74,506.44,3,2
16,481.95,501.74,111,2
15,481.95,486.25,111,2
3,506.43,507.43,3,2
1,507.49,508.49,4,0
2,509.03,510.03,5,0
1,510.93,511.93,6,0
8,512.36,512.36,7,5
9,512.36,512.46,7,5
16,490.72,512.36,117,5
15,490.72,495.02,117,5
3,512.44,513.44,7,5
4,505.90,505.90,8,8
5,505.90,514.30,8,8
12,485.17,505.90,113,8
13,485.17,489.12,113,8
2,514.28,515.28,8,8
1,515.82,516.82,10,0
2,517.19,518.19,11,0
8,516.54,516.54,13,1
9,516.54,519.14,13,1
12,495.68,516.54,119,1
13,495.68,499.63,119,1
3,519.13,520.13,13,1
4,511.51,511.51,15,13
5,511.51,522.01,15,13
10,492.54,511.51,118,13
11,492.54,498.46,118,13
1,521.17,522.17,14,0
2,522.00,523.00,15,13
8,517.10,517.10,16,12
9,517.10,523.50,16,12
10,498.51,517.10,122,12
11,498.51,504.43,122,12
3,523.19,524.19,16,12
1,524.57,525.57,17,0
3,526.77,527.77,18,0
4,523.49,525.99,19,10
5,525.99,528.09,19,10
16,501.21,523.49,125,10
15,501.21,505.51,125,10
2,528.04,529.04,19,10
1,529.28,530.28,20,0
2,531.55,532.55,21,0
1,532.51,533.51,22,0
8,526.30,528.80,23,2
9,528.80,533.60,23,2
16,506.44,526.30,3,2
15,506.44,510.74,3,2
3,533.56,534.56,23,2
1,534.83,535.83,24,0
4,520.01,520.01,26,6
5,520.01,536.61,26,6
12,499.64,520.01,123,6
13,499.64,503.59,123,6
3,536.25,537.25,25,0
2,536.60,537.60,26,6
1,538.24,539.24,27,0
8,503.42,503.42,29,9
9,503.42,540.62,29,9
12,481.20,503.42,110,9
13,481.20,485.15,110,9
3,540.60,541.60,29,9
2,541.11,542.11,30,0
1,543.20,544.20,31,0
8,524.43,526.93,32,11
9,526.93,545.53,32,11
10,504.65,524.43,2,11
11,504.65,510.57,2,11
4,544.59,544.59,33,12
5,544.59,546.19,33,12
16,523.50,544.59,16,12
15,523.50,527.80,16,12
3,545.53,546.53,32,11
2,546.19,547.19,33,12
1,547.82,548.82,34,0
8,539.44,539.44,35,1
9,539.44,549.84,35,1
16,519.14,539.44,13,1
15,519.14,523.44,13,1
3,549.84,550.84,35,1
2,550.93,551.93,36,0
1,551.56,552.56,37,0
8,546.59,546.59,38,10
9,546.59,554.19,38,10
10,528.09,546.59,19,10
11,528.09,534.00,19,10
3,554.18,555.18,38,10
1,554.67,555.67,39,0
4,510.82,510.82,40,3
5,510.82,555.72,40,3
12,489.61,510.82,116,3
13,489.61,493.56,116,3
2,555.72,556.72,40,3
6,540.33,542.83,42,13
7,542.83,558.13,42,13
10,522.01,540.33,15,13
11,522.01,527.92,15,13
8,506.52,506.52,43,4
9,506.52,559.02,43,4
16,486.27,506.52,114,4
15,486.27,490.57,114,4
1,558.13,559.13,42,13
3,558.99,559.99,43,4
4,553.16,553.16,44,2
5,553.16,561.66,44,2
16,533.60,553.16,23,2
15,533.60,537.90,23,2
6,561.01,561.01,45,9
7,561.01,562.11,45,9
16,540.62,561.01,29,9
15,540.62,544.92,29,9
2,561.07,562.07,44,2
1,562.07,563.07,45,9
8,534.32,534.32,46,8
9,534.32,563.32,46,8
10,514.30,534.32,8,8
11,514.30,520.22,8,8
3,563.29,564.29,46,8
6,564.19,564.19,48,12
7,564.19,566.09,48,12
10,546.19,564.19,33,12
11,546.19,552.11,33,12
1,565.49,566.49,48,12
2,565.84,566.84,49,0
8,565.42,565.42,50,11
9,565.42,567.72,50,11
16,545.53,565.42,32,11
15,545.53,549.83,32,11
3,567.68,568.68,50,11
1,569.00,570.00,51,0
4,554.42,554.42,52,6
5,554.42,570.62,52,6
10,536.61,554.42,26,6
11,536.61,542.52,26,6
2,570.62,571.62,52,6
8,533.42,533.42,53,5
9,533.42,572.12,53,5
16,512.46,533.42,7,5
15,512.46,516.76,7,5
3,572.03,573.03,53,5
6,516.13,516.13,54,7
7,516.13,573.13,54,7
16,495.93,516.13,120,7
15,495.93,500.23,120,7
1,573.08,574.08,54,7
3,575.38,576.38,55,0
4,575.04,575.04,56,10
5,575.04,576.54,56,10
16,554.19,575.04,38,10
15,554.19,558.49,38,10
6,573.52,573.52,57,3
7,573.52,577.12,57,3
10,555.72,573.52,40,3
11,555.72,561.64,40,3
2,576.38,577.38,56,10
1,576.61,577.61,57,3
1,580.01,581.01,58,0
8,580.08,580.08,60,4
9,580.08,581.48,60,4
16,559.02,580.08,43,4
15,559.02,563.32,43,4
2,581.11,582.11,59,0
3,581.46,582.46,60,4
1,583.45,584.45,61,0
2,584.88,585.88,62,0
3,585.51,586.51,63,0
1,586.90,587.90,64,0
3,589.34,590.34,65,0
2,590.54,591.54,66,0
1,591.59,592.59,67,0
3,593.68,594.68,69,0
1,594.34,595.34,70,0
2,595.36,596.36,72,0
1,597.76,598.76,73,0
3,599.07,600.07,74,0
3,600.34,601.34,75,0
1,602.24,603.24,76,0
2,603.40,604.40,77,0
3,605.10,606.10,78,0
1,606.94,607.94,79,0
2,607.73,608.73,80,0
2,609.90,610.90,81,0
1,610.36,611.36,82,0
3,613.23,614.23,83,0
1,614.08,615.08,84,0
2,616.39,617.39,85,0
3,618.10,619.10,87,0
1,619.03,620.03,88,0
2,621.17,622.17,89,0
1,621.95,622.95,90,0
3,622.30,623.30,91,0
1,625.12,626.12,92,0
2,626.44,627.44,93,0
3,627.31,628.31,94,0
1,628.58,629.58,95,0
2,631.19,632.19,96,0
3,631.83,632.83,97,0
1,632.19,633.19,98,0
1,635.47,636.47,100,0
2,636.42,637.42,101,0
8,595.45,595.45,102,10
9,595.45,637.75,102,10
10,576.54,595.45,56,10
11,576.54,582.46,56,10
3,637.75,638.75,102,10
6,590.44,590.44,103,5
7,590.44,638.94,103,5
10,572.12,590.44,53,5
11,572.12,578.04,53,5
1,638.92,639.92,103,5
3,640.77,641.77,104,0
2,642.01,643.01,105,0
6,580.92,580.92,107,2
7,580.92,643.42,107,2
10,561.66,580.92,44,2
11,561.66,567.58,44,2
1,643.41,644.41,107,2
8,583.99,583.99,108,8
9,583.99,645.39,108,8
16,563.32,583.99,46,8
15,563.32,567.62,46,8
3,645.37,646.37,108,8
2,645.97,646.97,109,0
6,647.41,647.41,110,3
7,647.41,649.21,110,3
12,577.12,647.41,57,3
13,577.12,581.07,57,3
8,577.49,577.49,111,13
9,577.49,649.89,111,13
12,558.13,577.49,42,13
13,558.13,562.08,42,13
1,649.20,650.20,110,3
3,649.89,650.89,111,13
2,650.91,651.91,112,0
6,593.29,593.29,113,7
7,593.29,653.19,113,7
12,573.13,593.29,54,7
13,573.13,577.08,54,7
1,652.63,653.63,113,7
8,589.42,589.42,114,12
9,589.42,654.32,114,12
12,566.09,589.42,48,12
13,566.09,570.04,48,12
3,654.26,655.26,114,12
2,655.29,656.29,115,0
6,588.72,588.72,116,11
7,588.72,657.62,116,11
16,567.72,588.72,50,11
15,567.72,572.02,50,11
1,657.58,658.58,116,11
8,658.02,658.02,117,5
9,658.02,658.72,117,5
12,638.94,658.02,103,5
13,638.94,642.89,103,5
3,658.68,659.68,117,5
2,660.49,661.49,118,0
6,656.28,656.28,119,10
7,656.28,663.68,119,10
16,637.75,656.28,102,10
15,637.75,642.05,102,10
8,650.04,650.04,120,4
9,650.04,663.94,120,4
16,581.48,650.04,60,4
15,581.48,585.78,60,4
1,663.66,664.66,119,10
3,663.92,664.92,120,4
2,665.68,666.68,122,0
6,581.74,584.24,123,9
7,584.24,667.64,123,9
12,562.11,581.74,45,9
13,562.11,566.06,45,9
1,667.05,668.05,123,9
8,664.79,667.29,125,8
9,667.29,669.19,125,8
16,645.39,664.79,108,8
15,645.39,649.69,108,8
3,669.16,670.16,125,8
2,670.24,671.24,126,0
1,670.60,671.60,127,0
6,668.85,668.85,1,3
7,668.85,672.05,1,3
12,649.21,668.85,110,3
13,649.21,653.16,110,3
1,672.01,673.01,1,3
2,672.65,673.65,2,0
8,570.16,572.66,3,1
9,572.66,674.46,3,1
16,549.84,570.16,35,1
15,549.84,554.14,35,1
3,674.43,675.43,3,1
6,592.66,592.66,4,6
7,592.66,676.06,4,6
16,570.62,592.66,52,6
15,570.62,574.92,52,6
1,675.49,676.49,4,6
2,677.03,678.03,5,0
1,678.93,679.93,6,0
8,679.15,679.15,7,5
9,679.15,680.45,7,5
16,658.72,679.15,117,5
15,658.72,663.02,117,5
3,680.44,681.44,7,5
2,682.28,683.28,8,0
6,678.46,678.46,10,11
7,678.46,683.86,10,11
12,657.62,678.46,116,11
13,657.62,661.57,116,11
1,683.82,684.82,10,11
2,685.19,686.19,11,0
8,685.05,685.05,13,10
9,685.05,687.15,13,10
12,663.68,685.05,119,10
13,663.68,667.63,119,10
3,687.13,688.13,13,10
6,675.27,675.27,14,7
7,675.27,689.17,14,7
12,653.19,675.27,113,7
13,653.19,657.14,113,7
1,689.17,690.17,14,7
2,690.00,691.00,15,0
8,674.18,674.18,16,12
9,674.18,691.48,16,12
16,654.32,674.18,114,12
15,654.32,658.62,114,12
3,691.19,692.19,16,12
6,689.24,689.24,17,8
7,689.24,693.14,17,8
16,669.19,689.24,125,8
15,669.19,673.49,125,8
1,692.57,693.57,17,8
3,694.77,695.77,18,0
4,671.28,671.28,19,13
5,671.28,696.68,19,13
16,649.89,671.28,111,13
15,649.89,654.19,111,13
2,696.04,697.04,19,13
6,665.89,665.89,20,2
7,665.89,697.29,20,2
12,643.42,665.89,107,2
13,643.42,647.37,107,2
1,697.28,698.28,20,2
2,699.55,700.55,21,0
6,691.57,691.57,22,3
7,691.57,701.27,22,3
12,672.05,691.57,1,3
13,672.05,676.00,1,3
1,700.51,701.51,22,3
8,684.00,684.00,23,4
9,684.00,701.60,23,4
16,663.94,684.00,120,4
15,663.94,668.24,120,4
3,701.56,702.56,23,4
1,702.83,703.83,24,0
4,694.24,694.24,26,1
5,694.24,704.64,26,1
16,674.46,694.24,3,1
15,674.46,678.76,3,1
3,704.25,705.25,25,0
2,704.60,705.60,26,1
6,705.24,705.24,27,11
7,705.24,706.24,27,11
12,683.86,705.24,10,11
13,683.86,687.81,10,11
1,706.24,707.24,27,11
8,708.53,708.53,29,10
9,708.53,708.63,29,10
16,687.15,708.53,13,10
15,687.15,691.45,13,10
3,708.60,709.60,29,10
2,709.11,710.11,30,0
6,710.70,710.70,31,12
7,710.70,711.20,31,12
16,691.48,710.70,16,12
15,691.48,695.78,16,12
1,711.20,712.20,31,12
8,709.34,709.34,32,7
9,709.34,713.54,32,7
12,689.17,709.34,14,7
13,689.17,693.12,14,7
4,697.20,699.70,33,6
5,699.70,714.20,33,6
12,676.06,697.20,4,6
13,676.06,680.01,4,6
3,713.53,714.53,32,7
2,714.19,715.19,33,6
6,715.34,715.34,34,13
7,715.34,715.84,34,13
10,696.68,715.34,19,13
11,696.68,702.60,19,13
1,715.82,716.82,34,13
8,700.65,703.15,35,5
9,703.15,717.85,35,5
16,680.45,700.65,7,5
15,680.45,684.75,7,5
3,717.84,718.84,35,5
6,688.20,688.20,37,9
7,688.20,719.80,37,9
12,667.64,688.20,123,9
13,667.64,671.59,123,9
2,718.93,719.93,36,0
1,719.56,720.56,37,9
8,714.00,714.00,38,8
9,714.00,722.20,38,8
12,693.14,714.00,17,8
13,693.14,697.09,17,8
3,722.18,723.18,38,8
1,722.67,723.67,39,0
4,722.16,722.16,40,4
5,722.16,723.76,40,4
16,701.60,722.16,23,4
15,701.60,705.90,23,4
2,723.72,724.72,40,4
6,724.48,724.48,42,3
7,724.48,726.18,42,3
12,701.27,724.48,22,3
13,701.27,705.22,22,3
8,723.59,723.59,43,1
9,723.59,726.99,43,1
10,704.64,723.59,26,1
11,704.64,710.56,26,1
1,726.13,727.13,42,3
3,726.99,727.99,43,1
4,727.18,727.18,44,11
5,727.18,729.68,44,11
12,706.24,727.18,27,11
13,706.24,710.19,27,11
2,729.07,730.07,44,11
6,729.60,729.60,45,10
7,729.60,730.20,45,10
16,708.63,729.60,29,10
15,708.63,712.93,29,10
1,730.07,731.07,45,10
8,717.32,717.32,46,2
9,717.32,731.32,46,2
12,697.29,717.32,20,2
13,697.29,701.24,20,2
3,731.29,732.29,46,2
6,731.84,731.84,48,6
7,731.84,734.24,48,6
10,714.20,731.84,33,6
11,714.20,720.11,33,6
1,733.49,734.49,48,6
2,733.84,734.84,49,0
8,734.91,734.91,50,7
9,734.91,735.71,50,7
16,713.54,734.91,32,7
15,713.54,717.84,32,7
3,735.68,736.68,50,7
1,737.00,738.00,51,0
4,736.02,736.02,52,13
5,736.02,738.62,52,13
12,715.84,736.02,34,13
13,715.84,719.79,34,13
2,738.62,739.62,52,13
8,738.84,738.84,53,5
9,738.84,740.04,53,5
16,717.85,738.84,35,5
15,717.85,722.15,35,5
3,740.03,741.03,53,5
1,741.08,742.08,54,0
8,734.24,736.74,55,12
9,736.74,744.34,55,12
12,711.20,734.24,31,12
13,711.20,715.15,31,12
3,743.38,744.38,55,12
4,741.90,741.90,56,8
5,741.90,744.60,56,8
16,722.20,741.90,38,8
15,722.20,726.50,38,8
2,744.38,745.38,56,8
1,744.61,745.61,57,0
1,748.01,749.01,58,0
8,744.82,747.32,60,4
9,747.32,749.52,60,4
10,723.76,744.82,40,4
11,723.76,729.68,40,4
2,749.11,750.11,59,0
3,749.46,750.46,60,4
1,751.45,752.45,61,0
4,743.02,743.02,62,9
5,743.02,752.92,62,9
12,719.80,743.02,37,9
13,719.80,723.75,37,9
8,746.85,749.35,63,3
9,749.35,753.85,63,3
12,726.18,746.85,42,3
13,726.18,730.13,42,3
2,752.88,753.88,62,9
3,753.51,754.51,63,3
1,754.90,755.90,64,0
8,749.86,749.86,65,11
9,749.86,758.16,65,11
10,729.68,749.86,44,11
11,729.68,735.60,44,11
3,757.34,758.34,65,11
4,753.87,756.37,66,10
5,756.37,758.87,66,10
12,730.20,753.87,45,10
13,730.20,734.15,45,10
2,758.54,759.54,66,10
1,759.59,760.59,67,0
8,760.26,760.26,69,7
9,760.26,762.46,69,7
16,735.71,760.26,50,7
15,735.71,740.01,50,7
3,761.68,762.68,69,7
1,762.34,763.34,70,0
2,763.36,764.36,72,0
1,765.76,766.76,73,0
8,751.87,751.87,74,1
9,751.87,767.07,74,1
16,726.99,751.87,43,1
15,726.99,731.29,43,1
3,767.07,768.07,74,1
3,768.34,769.34,75,0
1,770.24,771.24,76,0
4,762.51,762.51,77,5
5,762.51,771.41,77,5
16,740.04,762.51,53,5
15,740.04,744.34,53,5
2,771.40,772.40,77,5
8,766.71,766.71,78,12
9,766.71,773.11,78,12
16,744.34,766.71,55,12
15,744.34,748.64,55,12
3,773.10,774.10,78,12
1,774.94,775.94,79,0
2,775.73,776.73,80,0
4,757.53,757.53,81,6
5,757.53,777.93,81,6
12,734.24,757.53,48,6
13,734.24,738.19,48,6
2,777.90,778.90,81,6
1,778.36,779.36,82,0
8,769.94,769.94,83,4
9,769.94,781.24,83,4
16,749.52,769.94,60,4
15,749.52,753.82,60,4
3,781.23,782.23,83,4
1,782.08,783.08,84,0
4,756.40,756.40,85,13
5,756.40,784.40,85,13
10,738.62,756.40,52,13
11,738.62,744.54,52,13
2,784.39,785.39,85,13
8,782.61,785.11,87,7
9,785.11,786.11,87,7
16,762.46,782.61,69,7
15,762.46,766.76,69,7
3,786.10,787.10,87,7
1,787.03,788.03,88,0
2,789.17,790.17,89,0
8,789.21,789.21,91,5
9,789.21,790.41,91,5
10,771.41,789.21,77,5
11,771.41,777.32,77,5
1,789.95,790.95,90,0
3,790.30,791.30,91,5
1,793.12,794.12,92,0
4,770.94,770.94,93,9
5,770.94,794.44,93,9
10,752.92,770.94,62,9
11,752.92,758.84,62,9
8,787.55,787.55,94,1
9,787.55,795.35,94,1
16,767.07,787.55,74,1
15,767.07,771.37,74,1
2,794.44,795.44,93,9
3,795.31,796.31,94,1
1,796.58,797.58,95,0
8,764.45,764.45,97,8
9,764.45,799.85,97,8
10,744.60,764.45,56,8
11,744.60,750.51,56,8
2,799.19,800.19,96,0
3,799.83,800.83,97,8
1,800.19,801.19,98,0
4,779.55,779.55,101,11
5,779.55,804.45,101,11
16,758.16,779.55,65,11
15,758.16,762.46,65,11
1,803.47,804.47,100,0
2,804.42,805.42,101,11
8,801.65,801.65,102,4
9,801.65,805.75,102,4
16,781.24,801.65,83,4
15,781.24,785.54,83,4
3,805.75,806.75,102,4
1,806.92,807.92,103,0
3,808.77,809.77,104,0
4,796.47,796.47,105,6
5,796.47,810.37,105,6
10,777.93,796.47,81,6
11,777.93,783.85,81,6
2,810.01,811.01,105,6
1,811.41,812.41,107,0
8,754.37,754.37,108,2
9,754.37,813.37,108,2
16,731.32,754.37,46,2
15,731.32,735.62,46,2
3,813.37,814.37,108,2
2,813.97,814.97,109,0
8,811.69,811.69,111,5
9,811.69,817.89,111,5
16,790.41,811.69,91,5
15,790.41,794.71,91,5
1,817.20,818.20,110,0
3,817.89,818.89,111,5
2,818.91,819.91,112,0
1,820.63,821.63,113,0
3,822.26,823.26,114,0
2,823.29,824.29,115,0
1,825.58,826.58,116,0
3,826.68,827.68,117,0
2,828.49,829.49,118,0
1,831.66,832.66,119,0
3,831.92,832.92,120,0
2,833.68,834.68,122,0
1,835.05,836.05,123,0
3,837.16,838.16,125,0
2,838.24,839.24,126,0
1,838.60,839.60,127,0
1,840.01,841.01,1,0
2,840.65,841.65,2,0
3,842.43,843.43,3,0
1,843.49,844.49,4,0
2,845.03,846.03,5,0
1,846.93,847.93,6,0
3,848.44,849.44,7,0
2,850.28,851.28,8,0
1,851.82,852.82,10,0
2,853.19,854.19,11,0
3,855.13,856.13,13,0
1,857.17,858.17,14,0
2,858.00,859.00,15,0
3,859.19,860.19,16,0
1,860.57,861.57,17,0
3,862.77,863.77,18,0
2,864.04,865.04,19,0
1,865.28,866.28,20,0
2,867.55,868.55,21,0
1,868.51,869.51,22,0
3,869.56,870.56,23,0
1,870.83,871.83,24,0
3,872.25,873.25,25,0
2,872.60,873.60,26,0
1,874.24,875.24,27,0
3,876.60,877.60,29,0
2,877.11,878.11,30,0
1,879.20,880.20,31,0
3,881.53,882.53,32,0
2,882.19,883.19,33,0
1,883.82,884.82,34,0
3,885.84,886.84,35,0
2,886.93,887.93,36,0
1,887.56,888.56,37,0
3,890.18,891.18,38,0
1,890.67,891.67,39,0
2,891.72,892.72,40,0
1,894.13,895.13,42,0
3,894.99,895.99,43,0
4,826.73,826.73,44,4
5,826.73,897.73,44,4
16,805.75,826.73,102,4
15,805.75,810.05,102,4
2,897.07,898.07,44,4
1,898.07,899.07,45,0
8,822.50,825.00,46,11
9,825.00,899.30,46,11
10,804.45,822.50,101,11
11,804.45,810.37,101,11
3,899.29,900.29,46,11
1,901.49,902.49,48,0
2,901.84,902.84,49,0
8,805.51,805.51,50,7
9,805.51,903.71,50,7
16,786.11,805.51,87,7
15,786.11,790.41,87,7
3,903.68,904.68,50,7
1,905.00,906.00,51,0
4,775.36,775.36,52,3
5,775.36,906.66,52,3
16,753.85,775.36,63,3
15,753.85,758.15,63,3
2,906.62,907.62,52,3
8,803.16,803.16,53,13
9,803.16,908.06,53,13
10,784.40,803.16,85,13
11,784.40,790.31,85,13
3,908.03,909.03,53,13
1,909.08,910.08,54,0
8,819.07,819.07,55,8
9,819.07,912.37,55,8
16,799.85,819.07,97,8
15,799.85,804.15,97,8
3,911.38,912.38,55,8
4,793.58,793.58,56,12
5,793.58,912.58,56,12
16,773.11,793.58,78,12
15,773.11,777.41,78,12
6,816.11,816.11,57,1
7,816.11,913.11,57,1
16,795.35,816.11,94,1
15,795.35,799.65,94,1
2,912.38,913.38,56,12
1,912.61,913.61,57,1
1,916.01,917.01,58,0
8,834.07,834.07,60,2
9,834.07,917.47,60,2
16,813.37,834.07,108,2
15,813.37,817.67,108,2
2,917.11,918.11,59,0
3,917.46,918.46,60,2
6,778.17,778.17,61,10
7,778.17,919.47,61,10
10,758.87,778.17,66,10
11,758.87,764.79,66,10
1,919.45,920.45,61,10
4,915.18,915.18,62,4
5,915.18,920.88,62,4
10,897.73,915.18,44,4
11,897.73,903.65,44,4
8,828.91,828.91,63,6
9,828.91,921.81,63,6
10,810.37,828.91,105,6
11,810.37,816.29,105,6
2,920.88,921.88,62,4
3,921.51,922.51,63,6
6,813.42,813.42,64,9
7,813.42,923.42,64,9
10,794.44,813.42,93,9
11,794.44,800.36,93,9
1,922.90,923.90,64,9
8,909.53,909.53,65,5
9,909.53,926.13,65,5
16,817.89,909.53,111,5
15,817.89,822.19,111,5
3,925.34,926.34,65,5
4,918.13,918.13,66,11
5,918.13,926.83,66,11
16,899.30,918.13,46,11
15,899.30,903.60,46,11
2,926.54,927.54,66,11
6,924.14,924.14,67,7
7,924.14,927.64,67,7
16,903.71,924.14,50,7
15,903.71,908.01,50,7
1,927.59,928.59,67,7
8,928.15,928.15,69,13
9,928.15,930.45,69,13
16,908.06,928.15,53,13
15,908.06,912.36,53,13
3,929.68,930.68,69,13
1,930.34,931.34,70,0
2,931.36,932.36,72,0
6,925.18,925.18,73,3
7,925.18,933.78,73,3
10,906.66,925.18,52,3
11,906.66,912.57,52,3
1,933.76,934.76,73,3
8,932.08,932.08,74,12
9,932.08,935.08,74,12
10,912.58,932.08,56,12
11,912.58,918.49,56,12
3,935.07,936.07,74,12
3,936.34,937.34,75,0
6,933.26,933.26,76,1
7,933.26,938.26,76,1
12,913.11,933.26,57,1
13,913.11,917.06,57,1
1,938.24,939.24,76,1
4,936.22,936.22,77,8
5,936.22,939.42,77,8
16,912.37,936.22,55,8
15,912.37,916.67,55,8
2,939.40,940.40,77,8
8,937.74,937.74,78,2
9,937.74,941.14,78,2
16,917.47,937.74,60,2
15,917.47,921.77,60,2
3,941.10,942.10,78,2
6,941.24,941.24,79,10
7,941.24,942.94,79,10
12,919.47,941.24,61,10
13,919.47,923.42,61,10
1,942.94,943.94,79,10
2,943.73,944.73,80,0
4,944.45,944.45,81,6
5,944.45,945.95,81,6
16,921.81,944.45,63,6
15,921.81,926.11,63,6
6,946.43,946.43,82,11
7,946.43,946.93,82,11
10,926.83,946.43,66,11
11,926.83,932.75,66,11
2,945.90,946.90,81,6
1,946.36,947.36,82,11
8,943.48,943.48,83,9
9,943.48,949.28,83,9
12,923.42,943.48,64,9
13,923.42,927.37,64,9
